Player Name,Matchup,Market,Odds,Trend Context,Linemate Percentage
D. Maye,@ CHI,Under 39.5 1Q Pass Yds,-115,Hit in 2 of his last 2 games,100%
D. Maye,@ CHI,Over 4.5 1Q Rush Yds,-104,Hit in 3 of his last 3 games,100%
D. Maye,@ CHI,Over 4.5 1Q Rush Yds,-104,Hit in 2 of his last 2 away games,100%
R. White,VS SF,Over 26.5 Rec Yds,-110,Hit in 3 of his last 3 home games,100%
B. Purdy,@ TB,Over 4.5 Rush Att,+115,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
R. Davis,@ IND,Over 20.5 Rush Yds,-110,Hit in 2 of his last 2 away games,100%
R. Davis,@ IND,Over 27.5 Rush + Rec Yds,-110,Hit in 4 of his last 4 games,100%
R. Davis,@ IND,Over 27.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 away games,100%
D. Maye,@ CHI,Over 29.5 Pass Att,-125,Hit in 2 of his last 2 away games,100%
B. Mayfield,VS SF,Over 261.5 Pass + Rush Yds,-115,Hit in 3 of his last 3 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Jennings,@ TB,Under 42.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
J. Jennings,@ TB,Under 42.5 Rec Yds,-113,Hit in 2 of his last 2 games vs TB,100%
J. Jennings,@ TB,Under 41.5 Rush + Rec Yds,-120,Hit in 2 of his last 2 games,100%
J. Jennings,@ TB,Under 41.5 Rush + Rec Yds,-120,Hit in 2 of his last 2 games vs TB,100%
R. Pearsall,@ TB,Over 2.5 Receptions,+135,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
B. Purdy,@ TB,Over 15.5 Rush Yds,-125,Hit in 4 of his last 4 games,100%
B. Purdy,@ TB,Over 15.5 Rush Yds,-125,Hit in 2 of his last 2 away games,100%
D. Carr,VS ATL,Over 19.5 Pass Compl,+105,Hit in 3 of his last 3 games vs ATL,100%
A. Kamara,VS ATL,Over 40.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
A. Kamara,VS ATL,Over 40.5 Rec Yds,-113,Hit in 2 of his last 2 games vs ATL,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
A. Kamara,VS ATL,Over 114.5 Rush + Rec Yds,-114,Hit in 2 of his last 2 games,100%
A. Kamara,VS ATL,Over 114.5 Rush + Rec Yds,-114,Hit in 2 of his last 2 games vs ATL,100%
K. Cousins,@ NO,Under 33.5 Pass Att,-115,Hit in 2 of his last 2 games,100%
W. Lutz,@ KC,Under 1.5 FGM,-155,Hit in 2 of his last 2 games,100%
B. Nix,@ KC,Over 5.5 Rush Att,-125,Hit in 2 of his last 2 away games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
B. Nix,@ KC,Over 203.5 Pass Yds,-113,Hit in 2 of his last 2 games,100%
B. Nix,@ KC,Over 25.5 Rush Yds,-115,Hit in 2 of his last 2 away games,100%
M. Alie-Cox,VS BUF,Under 1.5 Receptions,-150,Hit in 2 of his last 2 games,100%
J. Taylor,VS BUF,Over 107.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 home games,100%
D. Kincaid,@ IND,Under 45.5 Rec Yds,-110,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Cook,@ IND,Over 84.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 away games,100%
R. Wilson,@ WAS,Under 13.5 Rush Yds,-110,Hit in 2 of his last 2 games,100%
R. Wilson,@ WAS,Over 211.5 Pass Yds,-113,Hit in 5 of his last 5 games,100%
R. Wilson,@ WAS,Over 211.5 Pass Yds,-113,Hit in 2 of his last 2 away games,100%
M. Jones,VS MIN,Under 1.5 Pass TD,-260,Hit in 5 of his last 5 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
M. Jones,VS MIN,Over 0.5 Int,-155,Hit in 2 of his last 2 home games,100%
T. Bigsby,VS MIN,Over 49.5 Rush Yds,-113,Hit in 3 of his last 3 home games,100%
T. Bigsby,VS MIN,Under 11.5 1Q Rush Yds,-111,Hit in 5 of his last 5 games,100%
R. White,VS SF,Over 22.5 Rush Yds,-110,Hit in 2 of his last 2 games vs SF,100%
R. White,VS SF,Over 22.5 Rush Yds,-110,Hit in 3 of his last 3 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
R. White,VS SF,Over 52.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 games vs SF,100%
R. White,VS SF,Over 52.5 Rush + Rec Yds,-115,Hit in 3 of his last 3 home games,100%
B. Irving,VS SF,Over 49.5 Rush + Rec Yds,-115,Hit in 5 of his last 5 home games,100%
B. Irving,VS SF,Over 14.5 Rec Yds,-115,Hit in 2 of his last 2 home games,100%
C. McCaffrey,@ TB,Over 67.5 Rush Yds,-115,Hit in 3 of his last 3 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
C. McCaffrey,@ TB,Over 67.5 Rush Yds,-115,Hit in 2 of his last 2 games vs TB,100%
C. McCaffrey,@ TB,Over 27.5 Rec Yds,-110,Hit in 3 of his last 3 games,100%
J. Johnson,VS ATL,Over 30.5 Rec Yds,-115,Hit in 2 of his last 2 games,100%
J. Johnson,VS ATL,Over 2.5 Receptions,-160,Hit in 2 of his last 2 home games,100%
B. Grupe,VS ATL,Over 1.5 XPM,-185,Hit in 2 of his last 2 games vs ATL,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
T. Hill,VS ATL,Over 12.5 Rec Yds,-110,Hit in 2 of his last 2 games,100%
M. Tipton,VS ATL,Under 29.5 Rec Yds,-120,Hit in 2 of his last 2 games,100%
M. Tipton,VS ATL,Under 29.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 games,100%
M. Tipton,VS ATL,Under 2.5 Receptions,+105,Hit in 2 of his last 2 games,100%
F. Moreau,VS ATL,Over 15.5 Rec Yds,-120,Hit in 2 of his last 2 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
F. Moreau,VS ATL,Over 1.5 Receptions,-145,Hit in 2 of his last 2 home games,100%
D. Carr,VS ATL,Over 199.5 Pass Yds,-113,Hit in 3 of his last 3 games vs ATL,100%
D. Carr,VS ATL,Over 37.5 1Q Pass Yds,-113,Hit in 3 of his last 3 games vs ATL,100%
D. Carr,VS ATL,Over 197.5 Pass + Rush Yds,-115,Hit in 3 of his last 3 games vs ATL,100%
A. Kamara,VS ATL,Over 16.5 1Q Rush Yds,-106,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
A. Kamara,VS ATL,Over 16.5 1Q Rush Yds,-106,Hit in 2 of his last 2 games vs ATL,100%
A. Kamara,VS ATL,Over 25.5 1Q Rush + Rec Yds,-114,Hit in 2 of his last 2 games,100%
K. Pitts,@ NO,Over 41.5 Rec Yds,-115,Hit in 2 of his last 2 away games,100%
D. London,@ NO,Under 5.5 Receptions,-102,Hit in 2 of his last 2 games,100%
D. Mooney,@ NO,Over 56.5 Rec Yds,-115,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
K. Cousins,@ NO,Over 51.5 1Q Pass Yds,-113,Hit in 2 of his last 2 games,100%
K. Cousins,@ NO,Over 51.5 1Q Pass Yds,-113,Hit in 2 of his last 2 games vs NO,100%
B. Robinson,@ NO,Under 73.5 Rush Yds,-115,Hit in 2 of his last 2 games vs NO,100%
D. Hopkins,VS DEN,Over 50.5 Rush + Rec Yds,-115,Hit in 3 of his last 3 home games,100%
K. Hunt,VS DEN,Over 85.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Williams,@ KC,Over 57.5 Rush + Rec Yds,-115,Hit in 3 of his last 3 away games,100%
C. Sutton,@ KC,Over 48.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
B. Nix,@ KC,Over 31.5 Pass Att,-130,Hit in 2 of his last 2 games,100%
B. Nix,@ KC,Over 231.5 Pass + Rush Yds,-115,Hit in 4 of his last 4 games,100%
B. Nix,@ KC,Over 231.5 Pass + Rush Yds,-115,Hit in 2 of his last 2 away games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
M. Alie-Cox,VS BUF,Under 11.5 Rec Yds,-120,Hit in 2 of his last 2 games,100%
J. Taylor,VS BUF,Under 21.5 Rec Yds,-115,Hit in 3 of his last 3 games,100%
D. Knox,@ IND,Over 9.5 Rec Yds,-110,Hit in 2 of his last 2 away games,100%
N. Brown,VS PIT,Over 34.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 games,100%
N. Brown,VS PIT,Over 33.5 Rec Yds,-120,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
N. Brown,VS PIT,Over 2.5 Receptions,-165,Hit in 2 of his last 2 games,100%
T. McLaurin,VS PIT,Over 57.5 Rec Yds,-115,Hit in 3 of his last 3 home games,100%
Z. Ertz,VS PIT,Over 30.5 Rec Yds,-115,Hit in 2 of his last 2 home games,100%
P. Freiermuth,@ WAS,Under 2.5 Receptions,-135,Hit in 3 of his last 3 games,100%
R. Wilson,@ WAS,Over 225.5 Pass + Rush Yds,-115,Hit in 6 of his last 6 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
R. Wilson,@ WAS,Over 225.5 Pass + Rush Yds,-115,Hit in 3 of his last 3 away games,100%
C. Boswell,@ WAS,Over 1.5 FGM,-115,Hit in 3 of his last 3 games,100%
C. Boswell,@ WAS,Over 1.5 XPM,-210,Hit in 6 of his last 6 games,100%
C. Boswell,@ WAS,Over 1.5 XPM,-210,Hit in 2 of his last 2 away games,100%
N. Harris,@ WAS,Over 15.5 Rush Att,-110,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
N. Harris,@ WAS,Over 1.5 Receptions,-145,Hit in 2 of his last 2 away games,100%
N. Harris,@ WAS,Over 9.5 Rec Yds,-120,Hit in 2 of his last 2 away games,100%
N. Harris,@ WAS,Over 78.5 Rush + Rec Yds,-110,Hit in 3 of his last 3 games,100%
J. Warren,@ WAS,Over 12.5 Rec Yds,-110,Hit in 2 of his last 2 games,100%
J. Warren,@ WAS,Over 26.5 Rush Yds,-120,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Warren,@ WAS,Over 42.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 games,100%
C. Austin,@ WAS,Over 21.5 Rush + Rec Yds,-115,Hit in 3 of his last 3 games,100%
T. Bigsby,VS MIN,Over 11.5 Rush Att,-138,Hit in 3 of his last 3 home games,100%
T. Etienne,VS MIN,Under 7.5 Rush Att,-130,Hit in 3 of his last 3 games,100%
T. Etienne,VS MIN,Under 26.5 Rush Yds,-113,Hit in 3 of his last 3 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
E. Engram,VS MIN,Under 47.5 Rec Yds,-120,Hit in 3 of his last 3 games,100%
E. Engram,VS MIN,Under 5.5 Receptions,-130,Hit in 3 of his last 3 games,100%
S. Darnold,@ JAX,Over 55.5 1Q Pass Yds,-113,Hit in 2 of his last 2 away games,100%
A. Jones,@ JAX,Over 20.5 Rec Yds,-113,Hit in 2 of his last 2 away games,100%
C. Williams,VS NE,Under 235.5 Pass + Rush Yds,-114,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
R. Stevenson,@ CHI,Under 53.5 Rush Yds,-113,Hit in 3 of his last 3 games,100%
C. Dicker,VS TEN,Under 2.5 XPM,-200,Hit in 2 of his last 2 games vs TEN,100%
J. Herbert,VS TEN,Over 1.5 Pass TD,+136,Hit in 2 of his last 2 games,100%
J. Herbert,VS TEN,Under 0.5 Int,-150,Hit in 6 of his last 6 games,100%
N. Folk,@ LAC,Over 1.5 XPM,+140,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
L. McConkey,VS TEN,Over 0.5 Anytime TD,+220,Hit in 3 of his last 3 home games,100%
J. Dobbins,VS TEN,Over 0.5 Anytime TD,-105,Hit in 2 of his last 2 games,100%
N. Westbrook-Ikhine,@ LAC,Over 0.5 Anytime TD,+550,Hit in 4 of his last 4 games,100%
N. Westbrook-Ikhine,@ LAC,Over 0.5 Anytime TD,+550,Hit in 2 of his last 2 away games,100%
L. McConkey,VS TEN,Over 57.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
L. McConkey,VS TEN,Over 57.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 home games,100%
L. McConkey,VS TEN,Over 54.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
L. McConkey,VS TEN,Over 54.5 Rec Yds,-113,Hit in 2 of his last 2 home games,100%
J. Palmer,VS TEN,Over 2.5 Receptions,+108,Hit in 2 of his last 2 games vs TEN,100%
J. Palmer,VS TEN,Over 27.5 Rec Yds,-113,Hit in 5 of his last 5 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Palmer,VS TEN,Over 27.5 Rec Yds,-113,Hit in 2 of his last 2 home games,100%
J. Herbert,VS TEN,Over 230.5 Pass Yds,-113,Hit in 4 of his last 4 games,100%
J. Herbert,VS TEN,Over 230.5 Pass Yds,-113,Hit in 2 of his last 2 games vs TEN,100%
J. Herbert,VS TEN,Over 19.5 Pass Compl,-118,Hit in 2 of his last 2 games vs TEN,100%
J. Herbert,VS TEN,Over 30.5 Pass Att,-128,Hit in 2 of his last 2 games vs TEN,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
C. Okonkwo,@ LAC,Over 21.5 Rec Yds,-110,Hit in 2 of his last 2 games vs LAC,100%
C. Okonkwo,@ LAC,Over 2.5 Receptions,-120,Hit in 2 of his last 2 games vs LAC,100%
N. Westbrook-Ikhine,@ LAC,Under 28.5 Rec Yds,-113,Hit in 2 of his last 2 games vs LAC,100%
W. Dissly,VS TEN,Over 22.5 Rec Yds,-113,Hit in 2 of his last 2 home games,100%
C. Ridley,@ LAC,Over 56.5 Rec Yds,-113,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
W. Dissly,VS TEN,Over 0.5 1Q Rec Yds,-108,Hit in 3 of his last 3 home games,100%
L. McConkey,VS TEN,Over 10.5 1Q Rec Yds,-115,Hit in 2 of his last 2 games,100%
L. McConkey,VS TEN,Over 10.5 1Q Rec Yds,-115,Hit in 2 of his last 2 home games,100%
J. Palmer,VS TEN,Under 0.5 1Q Rec Yds,-136,Hit in 2 of his last 2 games vs TEN,100%
J. Herbert,VS TEN,Under 51.5 1Q Pass Yds,-115,Hit in 2 of his last 2 games vs TEN,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Palmer,VS TEN,Over 30.5 Rush + Rec Yds,-115,Hit in 5 of his last 5 games,100%
J. Palmer,VS TEN,Over 30.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 home games,100%
J. Dobbins,VS TEN,Over 2.5 Receptions,-125,Hit in 3 of his last 3 home games,100%
J. Herbert,VS TEN,Under 3.5 Rush Att,-120,Hit in 2 of his last 2 games vs TEN,100%
J. Herbert,VS TEN,Under 10.5 Rush Yds,-115,Hit in 2 of his last 2 games vs TEN,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Herbert,VS TEN,Over 241.5 Pass + Rush Yds,-115,Hit in 3 of his last 3 games,100%
J. Herbert,VS TEN,Over 241.5 Pass + Rush Yds,-115,Hit in 2 of his last 2 games vs TEN,100%
T. Pollard,@ LAC,Over 15.5 Rush Att,-120,Hit in 5 of his last 5 games,100%
T. Pollard,@ LAC,Over 15.5 Rush Att,-120,Hit in 5 of his last 5 away games,100%
T. Pollard,@ LAC,Over 61.5 Rush Yds,-113,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
T. Pollard,@ LAC,Over 16.5 Rec Yds,-115,Hit in 2 of his last 2 games,100%
T. Pollard,@ LAC,Over 2.5 Receptions,-155,Hit in 2 of his last 2 games,100%
T. Pollard,@ LAC,Over 82.5 Rush + Rec Yds,-110,Hit in 2 of his last 2 games,100%
W. Levis,@ LAC,Under 19.5 Pass Compl,-132,Hit in 2 of his last 2 games,100%
W. Levis,@ LAC,Under 188.5 Pass Yds,-113,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
W. Levis,@ LAC,Under 31.5 Pass Att,-120,Hit in 2 of his last 2 games,100%
W. Levis,@ LAC,Over 0.5 Int,-175,Hit in 5 of his last 5 games,100%
W. Levis,@ LAC,Over 0.5 Int,-175,Hit in 2 of his last 2 away games,100%
W. Levis,@ LAC,Under 202.5 Pass + Rush Yds,-115,Hit in 2 of his last 2 games,100%
B. Aubrey,VS PHI,Over 1.5 FGM,-125,Hit in 3 of his last 3 home games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
B. Aubrey,VS PHI,Over 1.5 XPM,-120,Hit in 2 of his last 2 games vs PHI,100%
J. Conner,VS NYJ,Over 77.5 Rush Yds,-115,Hit in 3 of his last 3 home games,100%
J. Conner,VS NYJ,Over 94.5 Rush + Rec Yds,-115,Hit in 3 of his last 3 home games,100%
K. Murray,VS NYJ,Under 27.5 Rush Yds,-110,Hit in 2 of his last 2 games,100%
K. Murray,VS NYJ,Under 0.5 Int,-145,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
K. Murray,VS NYJ,Under 5.5 Rush Att,-130,Hit in 2 of his last 2 games,100%
C. Ryland,VS NYJ,Over 1.5 FGM,-110,Hit in 2 of his last 2 games,100%
C. Ryland,VS NYJ,Under 2.5 XPM,-190,Hit in 2 of his last 2 games vs NYJ,100%
A. Rodgers,@ ARI,Over 1.5 Pass TD,-114,Hit in 2 of his last 2 games,100%
A. Rodgers,@ ARI,Under 0.5 Int,-150,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
T. Conklin,@ ARI,Over 0.5 Anytime TD,+430,Hit in 2 of his last 2 away games,100%
D. Smith,@ DAL,Over 0.5 Anytime TD,+230,Hit in 2 of his last 2 games,100%
J. Hurts,@ DAL,Over 0.5 Anytime TD,+105,Hit in 3 of his last 3 games,100%
J. Hurts,@ DAL,Over 0.5 Anytime TD,+105,Hit in 3 of his last 3 away games,100%
B. Hall,@ ARI,Under 3.5 Receptions,+112,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
T. Conklin,@ ARI,Over 2.5 Receptions,-150,Hit in 3 of his last 3 away games,100%
B. Hall,@ ARI,Over 64.5 Rush Yds,-114,Hit in 2 of his last 2 games,100%
B. Hall,@ ARI,Under 29.5 Rec Yds,-114,Hit in 2 of his last 2 games,100%
B. Hall,@ ARI,Under 99.5 Rush + Rec Yds,-114,Hit in 2 of his last 2 games,100%
J. Conner,VS NYJ,Over 17.5 Rush Att,-120,Hit in 3 of his last 3 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
J. Conner,VS NYJ,Over 17.5 Rush Att,-120,Hit in 3 of his last 3 home games,100%
J. Hurts,@ DAL,Under 0.5 Int,-150,Hit in 5 of his last 5 games,100%
J. Hurts,@ DAL,Under 0.5 Int,-150,Hit in 3 of his last 3 games vs DAL,100%
C. Rush,VS PHI,Under 19.5 Pass Compl,+106,Hit in 16 of his last 16 games,100%
S. Barkley,@ DAL,Over 19.5 Rush Att,-128,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
C. Rush,VS PHI,Under 202.5 Pass Yds,-114,Hit in 15 of his last 15 games,100%
R. Dowdle,VS PHI,Under 12.5 Rush Att,-128,Hit in 2 of his last 2 games,100%
R. Dowdle,VS PHI,Under 12.5 Rush Att,-128,Hit in 2 of his last 2 games vs PHI,100%
M. Wilson,VS NYJ,Under 0.5 1Q Rec Yds,-138,Hit in 6 of his last 6 games,100%
K. Murray,VS NYJ,Under 39.5 1Q Pass Yds,-114,Hit in 4 of his last 4 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
D. Adams,@ ARI,Under 13.5 1Q Rec Yds,-115,Hit in 5 of his last 5 games,100%
A. Rodgers,@ ARI,Under 244.5 Pass Yds,-114,Hit in 2 of his last 2 games,100%
A. Rodgers,@ ARI,Under 51.5 1Q Pass Yds,-115,Hit in 2 of his last 2 games,100%
G. Wilson,@ ARI,Under 12.5 1Q Rec Yds,-113,Hit in 3 of his last 3 games,100%
B. Hall,@ ARI,Over 15.5 1Q Rush Yds,-110,Hit in 2 of his last 2 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
B. Hall,@ ARI,Over 22.5 1Q Rush + Rec Yds,-113,Hit in 4 of his last 4 games,100%
B. Hall,@ ARI,Over 22.5 1Q Rush + Rec Yds,-113,Hit in 2 of his last 2 away games,100%
B. Hall,@ ARI,Under 3.5 1Q Rec Yds,-115,Hit in 2 of his last 2 games,100%
S. Barkley,@ DAL,Over 91.5 Rush Yds,-114,Hit in 3 of his last 3 games,100%
S. Barkley,@ DAL,Over 91.5 Rush Yds,-114,Hit in 2 of his last 2 away games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Hurts,@ DAL,Under 26.5 Pass Att,-108,Hit in 4 of his last 4 games,100%
C. Rush,VS PHI,Under 34.5 Pass Att,-120,Hit in 13 of his last 13 games,100%
C. Rush,VS PHI,Under 40.5 1Q Pass Yds,-115,Hit in 15 of his last 15 games,100%
C. Rush,VS PHI,Under 216.5 Pass + Rush Yds,-115,Hit in 15 of his last 15 games,100%
R. Dowdle,VS PHI,Under 10.5 1Q Rush Yds,-115,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
R. Dowdle,VS PHI,Under 59.5 Rush + Rec Yds,-114,Hit in 2 of his last 2 games vs PHI,100%
R. Dowdle,VS PHI,Over 13.5 1Q Rush + Rec Yds,-114,Hit in 6 of his last 6 games,100%
R. Dowdle,VS PHI,Over 13.5 1Q Rush + Rec Yds,-114,Hit in 3 of his last 3 home games,100%
R. Dowdle,VS PHI,Over 11.5 Rec Yds,-114,Hit in 6 of his last 6 games,100%
R. Dowdle,VS PHI,Over 11.5 Rec Yds,-114,Hit in 4 of his last 4 home games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
R. Dowdle,VS PHI,Over 2.5 Receptions,+126,Hit in 2 of his last 2 games,100%
R. Dowdle,VS PHI,Over 2.5 Receptions,+126,Hit in 3 of his last 3 home games,100%
J. Tolbert,VS PHI,Over 27.5 Rec Yds,-114,Hit in 3 of his last 3 home games,100%
J. Tolbert,VS PHI,Under 0.5 1Q Rec Yds,-148,Hit in 2 of his last 2 games,100%
J. Tolbert,VS PHI,Under 0.5 1Q Rec Yds,-148,Hit in 2 of his last 2 games vs PHI,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Tolbert,VS PHI,Over 2.5 Receptions,-138,Hit in 7 of his last 7 games,100%
J. Tolbert,VS PHI,Over 2.5 Receptions,-138,Hit in 3 of his last 3 home games,100%
J. Ferguson,VS PHI,Over 42.5 Rec Yds,-114,Hit in 2 of his last 2 games vs PHI,100%
J. Ferguson,VS PHI,Over 5.5 1Q Rec Yds,-120,Hit in 2 of his last 2 home games,100%
J. Ferguson,VS PHI,Over 5.5 Receptions,+130,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
C. Lamb,VS PHI,Over 58.5 Rec Yds,-114,Hit in 4 of his last 4 games vs PHI,100%
C. Lamb,VS PHI,Over 58.5 Rec Yds,-114,Hit in 7 of his last 7 home games,100%
C. Lamb,VS PHI,Over 8.5 1Q Rec Yds,-110,Hit in 2 of his last 2 games vs PHI,100%
C. Lamb,VS PHI,Over 8.5 1Q Rec Yds,-110,Hit in 3 of his last 3 home games,100%
C. Lamb,VS PHI,Over 5.5 Receptions,-102,Hit in 3 of his last 3 games,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
C. Lamb,VS PHI,Over 5.5 Receptions,-102,Hit in 3 of his last 3 games vs PHI,100%
D. Smith,@ DAL,Over 51.5 Rec Yds,-114,Hit in 2 of his last 2 games,100%
D. Smith,@ DAL,Under 6.5 1Q Rec Yds,-110,Hit in 3 of his last 3 games,100%
D. Smith,@ DAL,Over 55.5 Rush + Rec Yds,-115,Hit in 2 of his last 2 games,100%
J. Hurts,@ DAL,Over 9.5 Rush Att,-114,Hit in 2 of his last 2 games,100%
B. Robinson,@ NO,Over 0.5 Anytime TD,-140,Hit in 3 of his last 4 games,75%
J. Hurts,@ DAL,Over 211.5 Pass Yds,-114,Hit in 2 of his last 2 games,100%
J. Hurts,@ DAL,Over 35.5 Rush Yds,-114,Hit in 2 of his last 2 games,100%
J. Hurts,@ DAL,Over 253.5 Pass + Rush Yds,-114,Hit in 2 of his last 2 games,100%
J. Hurts,@ DAL,Over 56.5 1Q Pass + Rush Yds,-113,Hit in 3 of his last 3 games vs DAL,100%
J. Hurts,@ DAL,Over 5.5 1Q Rush Yds,-106,Hit in 2 of his last 2 games,100%
B. Young,VS NYG,Over 0.5 Int,-140,Hit in 2 of his last 2 games,100%
J. Hurts,@ DAL,Over 5.5 1Q Rush Yds,-106,Hit in 2 of his last 2 games vs DAL,100%
S. Barkley,@ DAL,Under 14.5 Rec Yds,-114,Hit in 3 of his last 3 games vs DAL,100%
S. Barkley,@ DAL,Over 110.5 Rush + Rec Yds,-114,Hit in 3 of his last 3 games,100%
S. Barkley,@ DAL,Over 110.5 Rush + Rec Yds,-114,Hit in 4 of his last 4 away games,100%
S. Barkley,@ DAL,Under 0.5 1Q Rec Yds,-174,Hit in 2 of his last 2 games vs DAL,100%
X. Legette,VS NYG,Over 0.5 Anytime TD,+330,Hit in 2 of his last 2 games,100%
A. Brown,@ DAL,Over 70.5 Rec Yds,-114,Hit in 2 of his last 2 away games,100%
A. Brown,@ DAL,Over 13.5 1Q Rec Yds,-110,Hit in 3 of his last 3 games,100%
A. Brown,@ DAL,Over 13.5 1Q Rec Yds,-110,Hit in 2 of his last 2 away games,100%
