Player Name,Matchup,Market,Odds
D. Lillard,VS UTA,Under 4.5 Rebounds,-120
N. Vučević,VS MIN,Over 21.5 PTS+AST,-148
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
C. White,VS MIN,Under 8.5 REB+AST,-148
C. White,VS MIN,Under 1.5 STL+BLK,-244
A. Dosunmu,VS MIN,Over 0.5 1Q Rebounds,-199
W. Kessler,@ MIL,Over 19.5 P+A+R,-121
W. Kessler,@ MIL,Over 19.5 PTS+REB,-113
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
S. Henderson,@ SAS,Over 7.5 REB+AST,-109
R. Gobert,@ CHI,Under 1.5 Blocks,-140
G. Antetokounmpo,VS UTA,Over 1.5 1Q Assists,-113
J. Grant,@ SAS,Over 0.5 Steals,-234
D. Lillard,VS UTA,Over 25.5 Points,-115
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
L. Markkanen,@ MIL,Over 1.5 Turnovers,-163
J. Giddey,VS MIN,Under 5.5 Assists,+104
J. Giddey,VS MIN,Over 1.5 1Q Rebounds,-123
J. Giddey,VS MIN,Under 1.5 1Q Assists,-123
P. Williams,VS MIN,Over 1.5 Assists,+126
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
N. Vučević,VS MIN,Over 0.5 1Q Assists,-160
C. White,VS MIN,Over 2.5 3PTM,-148
J. Randle,@ CHI,Over 5.5 1Q Points,-122
R. Gobert,@ CHI,Under 2.5 STL+BLK,-129
M. Conley,@ CHI,Over 2.5 Rebounds,-133
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
M. Conley,@ CHI,Over 0.5 Turnovers,-244
N. Reid,@ CHI,Under 0.5 1Q Assists,-224
N. Reid,@ CHI,Under 5.5 Rebounds,-110
N. Reid,@ CHI,Under 7.5 REB+AST,-145
N. Reid,@ CHI,Under 1.5 Turnovers,-244
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
N. Reid,@ CHI,Under 1.5 STL+BLK,-108
D. DiVincenzo,@ CHI,Over 0.5 Steals,-215
D. DiVincenzo,@ CHI,Over 0.5 Steals,-215
D. DiVincenzo,@ CHI,Over 2.5 1Q Points,-106
D. DiVincenzo,@ CHI,Over 2.5 3PTM,-118
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. McDaniels,@ CHI,Over 0.5 Blocks,-174
J. McDaniels,@ CHI,Over 2.5 Rebounds,-148
J. McDaniels,@ CHI,Over 1.5 STL+BLK,-135
A. Edwards,@ CHI,Over 31.5 PTS+REB,-115
N. Alexander-Walker,@ CHI,Over 1.5 Rebounds,-142
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
G. Antetokounmpo,VS UTA,Over 29.5 Points,-120
K. Johnson,VS POR,Over 0.5 Steals,-179
K. Johnson,VS POR,Under 1.5 STL+BLK,-234
C. Paul,VS POR,Under 1.5 1Q Assists,+139
C. Paul,VS POR,Over 0.5 1Q Rebounds,-244
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
C. Paul,VS POR,Under 1.5 Steals,-180
C. Paul,VS POR,Under 1.5 Steals,-180
C. Paul,VS POR,Over 12.5 REB+AST,-132
V. Wembanyama,VS POR,Under 3.5 Assists,+106
V. Wembanyama,VS POR,Under 11.5 Rebounds,-124
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
V. Wembanyama,VS POR,Over 4.5 1Q Points,-122
Z. Collins,VS POR,Over 10.5 PTS+REB,-125
Z. Collins,VS POR,Over 0.5 3PTM,+100
Z. Collins,VS POR,Under 1.5 1Q Rebounds,-139
Z. Collins,VS POR,Over 13.5 P+A+R,-113
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
Z. Collins,VS POR,Over 6.5 Points,-112
H. Barnes,VS POR,Under 13.5 PTS+AST,-111
H. Barnes,VS POR,Over 3.5 Rebounds,-110
H. Barnes,VS POR,Under 17.5 P+A+R,-123
M. Branham,VS POR,Over 0.5 3PTM,-179
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
J. Champagnie,VS POR,Under 1.5 STL+BLK,-139
J. Champagnie,VS POR,Under 0.5 1Q Assists,-139
J. Champagnie,VS POR,Under 0.5 Blocks,-157
J. Grant,@ SAS,Under 2.5 3PTM,-180
J. Grant,@ SAS,Under 4.5 1Q Points,-113
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Grant,@ SAS,Over 1.5 STL+BLK,-163
J. Grant,@ SAS,Under 20.5 PTS+AST,-121
A. Simons,@ SAS,Over 0.5 STL+BLK,-244
A. Simons,@ SAS,Over 5.5 Assists,+122
A. Simons,@ SAS,Under 8.5 REB+AST,-123
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
D. Ayton,@ SAS,Under 0.5 Blocks,-139
C. White,VS MIN,Over 22.5 PTS+REB,-122
C. White,VS MIN,Over 19.5 Points,-102
C. White,VS MIN,Over 19.5 Points,-102
Z. Collins,VS POR,Over 0.5 STL+BLK,-244
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Randle,@ CHI,Over 1.5 1Q Assists,+106
N. Alexander-Walker,@ CHI,Over 0.5 1Q Assists,+104
C. Paul,VS POR,Over 8.5 Assists,-118
Z. Collins,VS POR,Over 0.5 Steals,+112
J. Grant,@ SAS,Over 0.5 Steals,-234
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
C. White,VS MIN,Over 23.5 PTS+AST,-113
C. White,VS MIN,Over 23.5 PTS+AST,-113
J. Grant,@ SAS,Under 18.5 Points,-115
J. Grant,@ SAS,Under 22.5 PTS+REB,-122
M. Conley,@ CHI,Over 8.5 Points,-114
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
M. Conley,@ CHI,Over 13.5 PTS+AST,-115
S. Henderson,@ SAS,Over 9.5 Points,-124
S. Henderson,@ SAS,Over 7.5 REB+AST,-109
A. Edwards,@ CHI,Over 25.5 Points,-114
D. Lillard,VS UTA,Under 7.5 Assists,-118
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
W. Kessler,@ MIL,Under 0.5 1Q Assists,-304
J. Giddey,VS MIN,Under 6.5 Rebounds,-118
J. Giddey,VS MIN,Under 6.5 Rebounds,-118
P. Williams,VS MIN,Over 11.5 PTS+AST,-103
N. Vučević,VS MIN,Over 21.5 PTS+AST,-148
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Dosunmu,VS MIN,Under 4.5 Assists,-142
A. Dosunmu,VS MIN,Over 3.5 Rebounds,-118
K. George,@ MIL,Over 9.5 REB+AST,+112
Z. Collins,VS POR,Over 9.5 PTS+AST,-101
H. Barnes,VS POR,Under 12.5 Points,-128
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
J. Giddey,VS MIN,Under 25.5 P+A+R,-104
P. Williams,VS MIN,Over 15.5 P+A+R,-113
D. DiVincenzo,@ CHI,Over 2.5 Assists,-174
J. Grant,@ SAS,Under 23.5 P+A+R,-111
S. Henderson,@ SAS,Over 2.5 Turnovers,+129
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
D. DiVincenzo,@ CHI,Over 0.5 1Q Rebounds,-129
N. Alexander-Walker,@ CHI,Under 0.5 Steals,-121
N. Vučević,VS MIN,Over 2.5 1Q Rebounds,-129
V. Wembanyama,VS POR,Under 5.5 STL+BLK,-157
Z. Collins,VS POR,Under 2.5 Assists,-194
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
Z. Collins,VS POR,Under 0.5 Blocks,-148
M. Branham,VS POR,Under 0.5 1Q Rebounds,-160
D. Avdija,@ SAS,Over 13.5 PTS+AST,-121
A. Simons,@ SAS,Under 3.5 Rebounds,-163
D. Avdija,@ SAS,Over 19.5 P+A+R,-145
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
D. Avdija,@ SAS,Over 16.5 PTS+REB,-120
A. Dosunmu,VS MIN,Under 20.5 P+A+R,-108
P. Williams,VS MIN,Over 2.5 1Q Points,-101
M. Conley,@ CHI,Under 1.5 1Q Assists,-184
D. Avdija,@ SAS,Over 10.5 Points,-110
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
R. Gobert,@ CHI,Under 11.5 Rebounds,-110
J. Randle,@ CHI,Over 25.5 PTS+AST,-106
A. Simons,@ SAS,Over 20.5 Points,+100
J. Randle,@ CHI,Over 32.5 P+A+R,-118
J. Randle,@ CHI,Over 27.5 PTS+REB,-120
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Simons,@ SAS,Over 29.5 P+A+R,-113
D. Lillard,VS UTA,Under 12.5 REB+AST,-138
G. Antetokounmpo,VS UTA,Over 48.5 P+A+R,-119
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
G. Antetokounmpo,VS UTA,Over 0.5 Steals,-214
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
G. Antetokounmpo,VS UTA,Over 0.5 Double Double,-320
L. Markkanen,@ MIL,Over 8.5 REB+AST,-137
L. Markkanen,@ MIL,Over 2.5 3PTM,+104
L. Markkanen,@ MIL,Over 0.5 Steals,-131
L. Markkanen,@ MIL,Over 0.5 STL+BLK,-174
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Giddey,VS MIN,Under 0.5 Steals,+112
J. Giddey,VS MIN,Over 1.5 1Q Rebounds,-123
P. Williams,VS MIN,Over 9.5 Points,-122
P. Williams,VS MIN,Under 0.5 1Q Assists,-264
P. Williams,VS MIN,Over 0.5 1Q Rebounds,-204
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
P. Williams,VS MIN,Over 3.5 Rebounds,-142
P. Williams,VS MIN,Over 1.5 3PTM,-113
N. Vučević,VS MIN,Over 2.5 1Q Rebounds,-129
N. Vučević,VS MIN,Over 4.5 1Q Points,-115
N. Vučević,VS MIN,Over 4.5 1Q Points,-115
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
N. Vučević,VS MIN,Over 0.5 Blocks,-113
N. Vučević,VS MIN,Over 2.5 Assists,-204
N. Vučević,VS MIN,Over 0.5 Steals,-148
C. White,VS MIN,Over 3.5 Rebounds,-124
C. White,VS MIN,Under 2.5 Turnovers,-142
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
C. White,VS MIN,Over 2.5 3PTM,-148
J. Randle,@ CHI,Over 1.5 1Q Rebounds,-174
J. Randle,@ CHI,Over 0.5 STL+BLK,-199
J. Randle,@ CHI,Over 12.5 REB+AST,-102
J. Randle,@ CHI,Over 19.5 Points,-128
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Randle,@ CHI,Over 5.5 1Q Points,-122
J. Randle,@ CHI,Over 7.5 Rebounds,+102
J. Randle,@ CHI,Over 0.5 Double Double,+220
J. Randle,@ CHI,Over 0.5 Steals,-125
R. Gobert,@ CHI,Over 2.5 1Q Points,-109
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
R. Gobert,@ CHI,Under 13.5 PTS+AST,-101
R. Gobert,@ CHI,Under 0.5 1Q Assists,-234
R. Gobert,@ CHI,Under 0.5 Steals,+123
M. Conley,@ CHI,Under 0.5 Blocks,-354
M. Conley,@ CHI,Under 1.5 STL+BLK,-137
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
M. Conley,@ CHI,Under 1.5 Steals,-235
M. Conley,@ CHI,Over 0.5 Turnovers,-244
M. Conley,@ CHI,Under 1.5 1Q Assists,-184
M. Conley,@ CHI,Over 0.5 1Q Rebounds,-137
N. Reid,@ CHI,Under 0.5 1Q Assists,-224
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
N. Reid,@ CHI,Over 13.5 PTS+AST,-129
N. Reid,@ CHI,Over 12.5 Points,-110
N. Reid,@ CHI,Over 19.5 P+A+R,-115
N. Reid,@ CHI,Over 0.5 Blocks,-214
N. Reid,@ CHI,Over 1.5 3PTM,-184
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
N. Reid,@ CHI,Over 1.5 3PTM,-184
D. DiVincenzo,@ CHI,Under 1.5 STL+BLK,-137
D. DiVincenzo,@ CHI,Over 6.5 REB+AST,+102
J. McDaniels,@ CHI,Over 2.5 Rebounds,-148
J. McDaniels,@ CHI,Over 4.5 REB+AST,+112
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
J. McDaniels,@ CHI,Over 0.5 Turnovers,-199
J. McDaniels,@ CHI,Under 0.5 1Q Assists,-304
A. Edwards,@ CHI,Over 8.5 1Q Points,+118
A. Edwards,@ CHI,Over 2.5 Turnovers,-127
A. Edwards,@ CHI,Over 31.5 PTS+REB,-115
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Edwards,@ CHI,Over 0.5 Double Double,+600
A. Edwards,@ CHI,Over 36.5 P+A+R,-113
A. Edwards,@ CHI,Over 5.5 Rebounds,-128
A. Edwards,@ CHI,Over 1.5 1Q Rebounds,-174
A. Edwards,@ CHI,Over 4.5 Assists,-112
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
N. Alexander-Walker,@ CHI,Under 0.5 1Q Points,-139
N. Alexander-Walker,@ CHI,Over 0.5 STL+BLK,-214
N. Alexander-Walker,@ CHI,Under 0.5 Blocks,-244
N. Alexander-Walker,@ CHI,Under 0.5 1Q Rebounds,-234
N. Alexander-Walker,@ CHI,Under 9.5 PTS+REB,-121
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
N. Alexander-Walker,@ CHI,Under 7.5 Points,-133
N. Alexander-Walker,@ CHI,Over 0.5 Turnovers,-179
N. Alexander-Walker,@ CHI,Under 1.5 3PTM,-119
N. Alexander-Walker,@ CHI,Under 0.5 Steals,-121
G. Antetokounmpo,VS UTA,Over 41.5 PTS+REB,-113
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
G. Antetokounmpo,VS UTA,Over 6.5 1Q Points,-120
G. Antetokounmpo,VS UTA,Over 6.5 1Q Points,-120
G. Antetokounmpo,VS UTA,Over 2.5 1Q Rebounds,-131
L. Markkanen,@ MIL,Over 4.5 1Q Points,-128
K. Johnson,VS POR,Over 0.5 Steals,-179
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
K. Johnson,VS POR,Over 1.5 Assists,-113
K. Johnson,VS POR,Under 5.5 Rebounds,-122
K. Johnson,VS POR,Under 1.5 3PTM,-162
K. Johnson,VS POR,Under 1.5 STL+BLK,-234
C. Paul,VS POR,Over 2.5 1Q Points,-109
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
C. Paul,VS POR,Over 1.5 Turnovers,-142
Z. Collins,VS POR,Over 0.5 1Q Assists,-154
Z. Collins,VS POR,Over 2.5 1Q Points,+120
H. Barnes,VS POR,Under 1.5 3PTM,-174
H. Barnes,VS POR,Over 0.5 STL+BLK,-199
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
S. Castle,VS POR,Under 3.5 Rebounds,+108
S. Castle,VS POR,Over 0.5 3PTM,-160
M. Branham,VS POR,Over 8.5 Points,-105
M. Branham,VS POR,Under 12.5 P+A+R,-119
M. Branham,VS POR,Over 1.5 1Q Points,-151
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
M. Branham,VS POR,Over 0.5 Steals,+123
M. Branham,VS POR,Over 0.5 STL+BLK,-137
M. Branham,VS POR,Over 0.5 STL+BLK,-137
M. Branham,VS POR,Under 10.5 PTS+REB,-103
M. Branham,VS POR,Under 2.5 Rebounds,-157
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Champagnie,VS POR,Under 1.5 Turnovers,-224
J. Champagnie,VS POR,Under 2.5 Assists,-166
J. Champagnie,VS POR,Over 4.5 Rebounds,-118
T. Camara,@ SAS,Over 8.5 Points,+102
T. Camara,@ SAS,Over 1.5 Steals,+140
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
T. Camara,@ SAS,Over 11.5 PTS+AST,-103
T. Camara,@ SAS,Over 16.5 P+A+R,-111
T. Camara,@ SAS,Under 2.5 Assists,-194
T. Camara,@ SAS,Over 0.5 Blocks,+159
D. Avdija,@ SAS,Over 0.5 Steals,-166
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
D. Avdija,@ SAS,Over 1.5 1Q Rebounds,-131
D. Avdija,@ SAS,Under 0.5 1Q Assists,+108
D. Avdija,@ SAS,Over 8.5 REB+AST,-131
D. Avdija,@ SAS,Over 1.5 STL+BLK,+104
D. Avdija,@ SAS,Under 2.5 Turnovers,-194
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
D. Avdija,@ SAS,Over 13.5 PTS+AST,-121
D. Avdija,@ SAS,Over 0.5 3PTM,-204
D. Avdija,@ SAS,Over 0.5 3PTM,-204
D. Avdija,@ SAS,Over 10.5 Points,-110
D. Avdija,@ SAS,Over 10.5 Points,-110
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Grant,@ SAS,Under 3.5 Rebounds,-102
J. Grant,@ SAS,Over 0.5 1Q Assists,-106
J. Grant,@ SAS,Over 0.5 Blocks,-151
J. Grant,@ SAS,Over 1.5 STL+BLK,-163
J. Grant,@ SAS,Over 5.5 REB+AST,-139
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
A. Simons,@ SAS,Over 24.5 PTS+REB,-113
A. Simons,@ SAS,Under 1.5 1Q Assists,-148
A. Simons,@ SAS,Over 2.5 3PTM,-178
A. Simons,@ SAS,Over 5.5 Assists,+122
A. Simons,@ SAS,Under 0.5 1Q Rebounds,+133
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Simons,@ SAS,Under 8.5 REB+AST,-123
D. Ayton,@ SAS,Under 0.5 Blocks,-139
D. Ayton,@ SAS,Over 0.5 Steals,-199
D. Ayton,@ SAS,Over 0.5 Double Double,-145
D. Ayton,@ SAS,Over 4.5 1Q Points,+112
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
D. Ayton,@ SAS,Over 1.5 Assists,+123
J. McDaniels,@ CHI,Over 9.5 Points,-118
N. Alexander-Walker,@ CHI,Over 10.5 PTS+AST,-121
P. Williams,VS MIN,Under 0.5 Blocks,-157
P. Williams,VS MIN,Over 1.5 3PTM,-113
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
N. Vučević,VS MIN,Over 1.5 STL+BLK,+108
N. Vučević,VS MIN,Over 1.5 Turnovers,-123
C. White,VS MIN,Over 22.5 PTS+REB,-122
N. Reid,@ CHI,Over 0.5 Steals,-106
N. Alexander-Walker,@ CHI,Under 12.5 P+A+R,-117
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
K. Johnson,VS POR,Under 7.5 REB+AST,-137
C. Paul,VS POR,Over 0.5 Double Double,+240
C. Paul,VS POR,Under 20.5 PTS+AST,-118
V. Wembanyama,VS POR,Under 2.5 1Q Rebounds,-109
V. Wembanyama,VS POR,Over 4.5 1Q Points,-122
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
H. Barnes,VS POR,Under 13.5 PTS+AST,-111
H. Barnes,VS POR,Under 15.5 PTS+REB,-106
H. Barnes,VS POR,Under 1.5 Assists,-131
H. Barnes,VS POR,Under 3.5 1Q Points,-132
H. Barnes,VS POR,Under 17.5 P+A+R,-123
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
S. Castle,VS POR,Under 0.5 Blocks,-274
J. Champagnie,VS POR,Over 1.5 3PTM,-186
C. White,VS MIN,Under 4.5 Assists,-142
D. Ayton,@ SAS,Over 12.5 REB+AST,-111
J. Randle,@ CHI,Over 25.5 PTS+AST,-106
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
R. Gobert,@ CHI,Under 12.5 Points,-112
R. Gobert,@ CHI,Under 23.5 PTS+REB,+100
R. Gobert,@ CHI,Under 25.5 P+A+R,-117
L. Markkanen,@ MIL,Over 7.5 Rebounds,+116
K. Johnson,VS POR,Under 0.5 Blocks,-384
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
D. Lillard,VS UTA,Over 33.5 PTS+AST,-113
D. Lillard,VS UTA,Over 38.5 P+A+R,-106
D. Lillard,VS UTA,Under 3.5 3PTM,-113
K. George,@ MIL,Under 0.5 STL+BLK,-103
K. George,@ MIL,Over 2.5 3PTM,-113
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
K. George,@ MIL,Under 0.5 Steals,-127
K. George,@ MIL,Over 5.5 Assists,-130
K. George,@ MIL,Over 3.5 1Q Points,-122
W. Kessler,@ MIL,Under 0.5 Steals,-142
W. Kessler,@ MIL,Under 2.5 1Q Rebounds,-103
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
W. Kessler,@ MIL,Under 2.5 1Q Points,-179
C. Williams,@ MIL,Over 1.5 Assists,-135
T. Camara,@ SAS,Over 13.5 PTS+REB,-111
J. Giddey,VS MIN,Over 3.5 1Q Points,-104
J. Giddey,VS MIN,Over 3.5 1Q Points,-104
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
N. Vučević,VS MIN,Over 28.5 PTS+REB,-109
C. White,VS MIN,Under 8.5 REB+AST,-148
A. Dosunmu,VS MIN,Under 0.5 Blocks,-184
A. Dosunmu,VS MIN,Over 1.5 Turnovers,-106
A. Dosunmu,VS MIN,Under 4.5 Assists,-142
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
A. Dosunmu,VS MIN,Under 3.5 1Q Points,-119
B. Lopez,VS UTA,Over 5.5 Rebounds,-118
W. Kessler,@ MIL,Under 9.5 PTS+AST,-109
H. Barnes,VS POR,Under 12.5 Points,-128
A. Simons,@ SAS,Over 25.5 PTS+AST,-111
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
P. Williams,VS MIN,Over 14.5 PTS+REB,+100
C. White,VS MIN,Under 27.5 P+A+R,-125
A. Dosunmu,VS MIN,Under 12.5 Points,-112
A. Dosunmu,VS MIN,Under 20.5 P+A+R,-108
A. Dosunmu,VS MIN,Under 1.5 1Q Assists,-244
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
A. Dosunmu,VS MIN,Under 16.5 PTS+AST,-104
D. DiVincenzo,@ CHI,Over 2.5 Assists,-174
D. DiVincenzo,@ CHI,Over 18.5 P+A+R,-127
D. DiVincenzo,@ CHI,Over 15.5 PTS+AST,-115
D. DiVincenzo,@ CHI,Over 15.5 PTS+REB,-128
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
A. Edwards,@ CHI,Over 10.5 REB+AST,-108
K. George,@ MIL,Over 22.5 PTS+AST,-102
K. George,@ MIL,Under 19.5 PTS+REB,-115
W. Kessler,@ MIL,Under 9.5 Points,-130
M. Branham,VS POR,Under 10.5 PTS+AST,-131
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
D. Ayton,@ SAS,Over 0.5 3PTM,+334
N. Vučević,VS MIN,Over 13.5 REB+AST,+102
N. Vučević,VS MIN,Over 13.5 REB+AST,+102
D. Lillard,VS UTA,Over 30.5 PTS+REB,-111
D. Ayton,@ SAS,Over 2.5 1Q Rebounds,-169
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
J. Giddey,VS MIN,Under 19.5 PTS+AST,-118
J. Giddey,VS MIN,Under 19.5 PTS+REB,-104
M. Conley,@ CHI,Over 0.5 Turnovers,-244
J. Giddey,VS MIN,Under 12.5 REB+AST,-120
A. Edwards,@ CHI,Over 1.5 1Q Assists,+106
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
C. Paul,VS POR,Over 1.5 3PTM,-156
Z. Collins,VS POR,Over 0.5 3PTM,+100
S. Henderson,@ SAS,Over 2.5 Rebounds,-121
J. McDaniels,@ CHI,Over 0.5 Steals,-157
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
C. Paul,VS POR,Under 24.5 P+A+R,-113
V. Wembanyama,VS POR,Over 0.5 Double Double,-260
D. Avdija,@ SAS,Over 8.5 REB+AST,-131
N. Vučević,VS MIN,Over 1.5 3PTM,-109
N. Reid,@ CHI,Over 2.5 1Q Points,-104
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
J. McDaniels,@ CHI,Over 2.5 1Q Points,+100
A. Edwards,@ CHI,Over 2.5 Turnovers,-127
N. Alexander-Walker,@ CHI,Under 9.5 PTS+REB,-121
K. Johnson,VS POR,Under 1.5 Turnovers,-224
K. Johnson,VS POR,Over 1.5 1Q Rebounds,+133
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
V. Wembanyama,VS POR,Over 38.5 P+A+R,-122
V. Wembanyama,VS POR,Over 1.5 3PTM,-192
J. Champagnie,VS POR,Under 13.5 PTS+AST,-109
D. Avdija,@ SAS,Over 0.5 Blocks,-101
D. Avdija,@ SAS,Over 0.5 3PTM,-204
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
J. Grant,@ SAS,Over 5.5 REB+AST,-139
N. Alexander-Walker,@ CHI,Under 12.5 P+A+R,-117
K. Johnson,VS POR,Under 3.5 1Q Points,-132
H. Barnes,VS POR,Under 5.5 REB+AST,-125
H. Barnes,VS POR,Under 1.5 Assists,-131
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
H. Barnes,VS POR,Under 1.5 3PTM,-174
J. Champagnie,VS POR,Under 1.5 1Q Rebounds,-204
V. Wembanyama,VS POR,Over 23.5 Points,-110
J. Champagnie,VS POR,Under 7.5 REB+AST,-137
S. Henderson,@ SAS,Over 0.5 Steals,-166
G. Antetokounmpo,VS UTA,Over 0.5 Blocks,-139
S. Henderson,@ SAS,Over 0.5 STL+BLK,-199
C. Williams,@ MIL,Over 0.5 Turnovers,-163
C. Williams,@ MIL,Under 0.5 1Q Assists,-154
C. Williams,@ MIL,Under 5.5 REB+AST,-163
C. Williams,@ MIL,Under 5.5 Points,-105
G. Antetokounmpo,VS UTA,Over 6.5 Assists,-124
C. Williams,@ MIL,Under 7.5 PTS+AST,-106
C. Williams,@ MIL,Under 8.5 PTS+REB,+102
A. Dosunmu,VS MIN,Under 3.5 1Q Points,-119
A. Edwards,@ CHI,Over 10.5 REB+AST,-108
K. George,@ MIL,Under 3.5 Rebounds,-162
